file,categoryname,price,mass,volume,description
SkyScope_AlphaPlus,upgrades/Radar/Basic,10000,.01,1,"@cargo/cargo_hud.png@Einfaches Radargeraet"
StarScanner_2530,upgrades/Radar/Basic,20000,.01,1,"@cargo/cargo_hud.png@Einfaches Radargeraet"
SkyScope_Beta,upgrades/Radar/Intermediate,20000,.01,1,"@cargo/cargo_hud.png@Mittelmaessiges Radargeraet"
StarScanner_2545,upgrades/Radar/Intermediate,40000,.01,1,"@cargo/cargo_hud.png@Mittelmaessiges Radargeraet"
Hawkeye_ZX-16,upgrades/Radar/Intermediate,80000,.01,1,"@cargo/cargo_hud.png@Mittelmaessiges Radargeraet"
StarScanner_2600,upgrades/Radar/Advanced,120000,.01,1,"@cargo/cargo_hud.png@Gutes Radargeraet"
Hawkeye_ZX-50,upgrades/Radar/Advanced,140000,.01,1,"@cargo/cargo_hud.png@Gutes Radargeraet"
Hawkeye_ZX-86,upgrades/Radar/Advanced,160000,.01,1,"@cargo/cargo_hud.png@Sehr gutes Radargeraet"
rlaan_turret_pd,upgrades/Weapons/Turrets/Rlaan,10000,.1,1,"@cargo/cargo_hud.png@Die Rlaaner sind bakannt fuer ihre Verachtung von Raketen, besonders auf diejenigen, die auf sie gefeuert werden."
rlaan_turret_mini,upgrades/Weapons/Turrets/Rlaan,14000,.1,1,"@cargo/cargo_hud.png@Obwohl rlaanische Schiffe dazu neigen, Schilder anbringen, die faehig sind, die meisten kleineren Waffen abzuwehren, ziehen sie jedoch die Option vor, ihre Gegner zu zwingen, das Feuer einzustellen."
aera_turret_pd,upgrades/Weapons/Turrets/Aera,10000,.1,1,"@cargo/cargo_hud.png@Durch Gebrauch von niederwelligen Impulslasern, haben die Aeraner eine einfache und effektive Antiraketenwaffe geschaffen."
beam_turret,upgrades/Weapons/Turrets,15000,.1,1,"@cargo/cargo_hud.png@Speziell konstruiert fuer die Energie- und Hitzezerstreungsanforderungen von Beamwaffen, hat dieser Gefechtsturm alles was du brauchst um ein Paar von ihnen anzubringen."
turret_pd,upgrades/Weapons/Turrets,10000,.1,1,"@cargo/cargo_hud.png@ES wird schwer angeraten, nicht schiess die Rakete ab zu spielen, es sei denn es sind mehrere angebracht."
heavy_turret,upgrades/Weapons/Turrets,30000,.1,1,"@cargo/cargo_hud.png@Bei Ausweichmaneuvern eine gute Waffe, um nach hinten zu schiessen."
small_turret,upgrades/Weapons/Turrets,10000,.1,1,"@cargo/cargo_hud.png@Durch die Allgemeinverteilung der Panzerung in diesen Gefechtstuermen, wurde der kleine Gefechtsturm bekannt als die Maschine, die zuerst explodiert."
medium_turret,upgrades/Weapons/Turrets,20000,.1,1,"@cargo/cargo_hud.png@Er dreht sich, er schiesst, er schneidet. Nein, nicht in Wuerfel, aber er kommt im Paar."
capship_turret,upgrades/Weapons/Turrets,40000,.1,1,"@cargo/cargo_hud.png@Beim Baerenjagen, sei vorsichtig, und trage einen grossen Stock"
capship_turret_heavy,upgrades/Weapons/Turrets,80000,.1,1,"@cargo/cargo_hud.png@Falls man das in dein Schiff einbauen kann, kannst darauf montieren, was immer du willst."
turret_pd_long,upgrades/Weapons/Turrets,80000,.1,1,"@cargo/cargo_hud.png@Eine der am meisten beeindruckenden Anwendungen der Disruptortechnologie, dieser militaerische Punktfeuerverteidigungsgefechtsturm ist der Beste seiner Sorte."
franklin_pd,upgrades/Weapons/Turrets,100000,.1,1,"@cargo/cargo_hud.png@Diese Gefechtstuerme wurden gewoehnlich fuer die Franklinraumschiffe fuer den diplomatischen Transport konstruiert. Jeder Teufelskerl, der mit einer Franklin protzt, sollte sich zweifelsohne diese hervorragenden Gefechtstuerme besorgen zur Ergaenzung der auesseren Ausstattung."
add_fuel,upgrades/Miscellaneous,1000,.01,1,"@cargo/cargo_hud.png@Jede Aktion verlangt eine Reaktion."
jump_drive,upgrades/Miscellaneous,10000,.01,1,"@cargo/cargo_hud.png@Diese Erweiterung des Innersystemsprungsystems wird in allen modernen Schiffen gefunden und ist notwendig fuer wirkungsvolle interstellare Reisen. Nur an den Sprungstellen im Weltall zu gebrauchen, erlaubt es dieses Geraet durch die Wurmloecher an diesen Stellen zu tunneln."
add_cargo_volume,upgrades/Miscellaneous,10000,.01,1,"@cargo/cargo_hud.png@Es ist wirklich erstaunlich herrauszufinden, wieviel Zusatzplatz jemand hat, falls man  die Sicherheitsbedingungen geringfuegig modifiziert."
add_jump_capacitance,upgrades/Miscellaneous,100000,.01,1,"@cargo/cargo_hud.png@"
add_secondary_thrusters,upgrades/Miscellaneous,100000,.01,1,"@cargo/cargo_hud.png@"
mult_inertial_compensators,upgrades/Miscellaneous,10000000,.01,1,"@cargo/cargo_hud.png@"
cloaking_device,upgrades/Miscellaneous/Aera_Milspec,259000,8.9,1,"@cargo/cargo_hud.png@Eine graessliche Notwendigkeit fuer diejenigen, die wuenschen unbemerkt zu bleiben. Es ist nicht, wie auch immer, in der Lage dauerhaft moderne Sensor- Technologie zu taueschen."
kineticmissile,upgrades/Ammunition/Capship,4000,.01,1,"@cargo/cargo_hud.png@"
capiff_ammo,upgrades/Ammunition/Capship,2000,.01,1,"@cargo/cargo_hud.png@"
cap_iff,upgrades/Ammunition/Capship,2000,.01,1,"@cargo/cargo_hud.png@"
capcluster_ammo,upgrades/Ammunition/Capship,2000,.01,1,"@cargo/cargo_hud.png@"
capshipmissile_ammo,upgrades/Ammunition/Capship,2000,.01,1,"@cargo/cargo_hud.png@"
grand_gauss,upgrades/Ammunition/Capship,3000,.01,1,"@cargo/cargo_hud.png@"
dumbfire_ammo,upgrades/Ammunition,20,.01,1,"@missile-hud.png@"
heatseeker_ammo,upgrades/Ammunition,35,.01,1,"@missile-hud.png@"
image_recognition_ammo,upgrades/Ammunition,75,.01,1,"@missile-hud.png@"
friend_or_foe_ammo,upgrades/Ammunition,100,.01,1,"@missile-hud.png@"
torpedo_ammo,upgrades/Ammunition,2000,.01,1,"@cargo/cargo_hud.png@"
emp_torpedo_ammo,upgrades/Ammunition,2500,.01,1,"@cargo/cargo_hud.png@"
javelin,upgrades/Ammunition,4000,.01,1,"@cargo/cargo_hud.png@"
maul_ammo,upgrades/Ammunition,2000,.01,1,"@cargo/cargo_hud.png@"
cluster_ammo,upgrades/Ammunition,2000,.01,1,"@cargo/cargo_hud.png@"
swarm_ammo,upgrades/Ammunition,80,.01,1,"@cargo/cargo_hud.png@"
photon_swarm,upgrades/Ammunition,90,.01,1,"@cargo/cargo_hud.png@"
killerbee_ammo,upgrades/Ammunition,85,.01,1,"@cargo/cargo_hud.png@"
hail_ammo,upgrades/Ammunition,90,.01,1,"@cargo/cargo_hud.png@"
hephaestus_mini,upgrades/Ammunition,90,.01,1,"@cargo/cargo_hud.png@"
hephaestus_point_defense,upgrades/Ammunition,90,.01,1,"@cargo/cargo_hud.png@"
gauss_ammo,upgrades/Ammunition,300,.01,1,"@cargo/cargo_hud.png@"
breeze_ammo,upgrades/Ammunition,300,.01,1,"@cargo/cargo_hud.png@"
porcupine_mine,upgrades/Ammunition,300,.01,1,"@cargo/cargo_hud.png@"
dumbfire_3pack_ammo,upgrades/Ammunition/3pack,20,.01,1,"@missile-hud.png@"
heatseeker_3pack_ammo,upgrades/Ammunition/3pack,35,.01,1,"@missile-hud.png@"
image_recognition_3pack_ammo,upgrades/Ammunition/3pack,75,.01,1,"@missile-hud.png@"
friend_or_foe_3pack_ammo,upgrades/Ammunition/3pack,100,.01,1,"@missile-hud.png@"
leech_3pack_ammo,upgrades/Ammunition/3pack,1000,.01,1,"@cargo/cargo_hud.png@"
swarm_3pack_ammo,upgrades/Ammunition/3pack,80,.01,1,"@cargo/cargo_hud.png@"
killerbee_3pack_ammo,upgrades/Ammunition/3pack,85,.01,1,"@cargo/cargo_hud.png@"
gauss_3pack_ammo,upgrades/Ammunition/3pack,300,.01,1,"@cargo/cargo_hud.png@"
breeze_3pack_ammo,upgrades/Ammunition/3pack,300,.01,1,"@cargo/cargo_hud.png@"
reaper_cannon,upgrades/Experimental,1200000,.01,1,"@cargo/cargo_hud.png@"
cloaking_device,upgrades/Experimental,259000,8.9,1,"@cargo/cargo_hud.png@Dieses Geraet benutzt Gravitationsmanipulationstechnologie. Eine starke Gravitationslinse lenkt die Strahlung, die von aktiven Sensorem ausgestrahlt wird um das Schiff herum. Dies macht das Raumschiff komplett unsichtbar fuer aktive und passive Sensoren."
advtorpedo_ammo,upgrades/Experimental,2000,.01,1,"@cargo/cargo_hud.png@"
hail_3pack_ammo,upgrades/Experimental,90,.01,1,"@cargo/cargo_hud.png@"
leech_ammo,upgrades/Experimental,1000,.01,1,"@cargo/cargo_hud.png@"
ecm_package_3,upgrades/Experimental,30000,.01,1,"@cargo/cargo_hud.png@Electronic CounterMeasures\ ECM bezieht sich auf ein ausgedehntes Spektrum von Techniken, die entworfen wurden, um feindliche Sensorenund Kommunikation abzuweisen oder reinzulegen."
First_Class_Passenger,Passengers,,.01,100,"@cargo/cargo-hud.png@Falls du 1.Klasse Passagiere befoerderst, sollten sie den ganzen Komfort haben, den sie erwarten"
Business_Class_Passenger,Passengers,,.01,50,"@cargo/cargo-hud.png@Mit einem Laptop und einem grossem Sitzplatz, erfreut sich der Business-Class-Passagier ueber etwas weniger Platz als der 1.Klasse Passagier"
AI_Cores,Passengers,1375,.01,5,"@cargo/ai_cores.png@Weil sie mit der Fracht reisen muessen, fangen sie an, dich Dave zu nennen."
Frozen_Colonist,Passengers/Economy,,1,3,"@cargo/frozen_colonist.png@Hoeflich, platzsparend, er versucht nicht hinter dem Piloten zu sitzen, es kuemmert ihn nicht, wie lange es dauert um anzukommen. Ungluecklicherweise, technisch bedingt, wenn auch nur zeitweise, verstorben - nichts fuer eine Unterhaltung."
Hitchhiker,Passengers/Economy,,.4,6,"@cargo/steerage_class@Bringt immer sein/ihr Handtuch mit."
Standard_Mealpacks,Natural_Products/Confed_Food,100,.01,1,"@cargo/stamdard_mealpacks.png@Nahrung! Hervorragende Nahrung! Heisses Soyagranulat(Soyafleisch) und  Soyamilch!"
Luxury_Foods,Natural_Products/Confed_Food,180,.01,1,"@cargo/luxury_mealpacks.png@Beinhaltet solche Raritaeten, wie z.B. game meat (Alligator, Bueffel, Kaengeruh, Froschschenkel) und importierte Spezialitaeten, diese Luxuswaren werden hauptsaechlich von besseren Hotels und Restaurants gekauft."
Filtered_Water,Natural_Products/Confed_Food,40,.01,1,"@cargo/fresh_water.png@Waehrend keine Kolonialwelt, auf der Menschen oder Aeraner angesiedelt sind, ohne natuerliche reichhaltige Wasservorkommen ist, haben Weltraumbergbauminen und orbitale Stationen  immer den Bedarf der Wiederbeschaffung von Wasser."
Filtered_Water,Natural_Products/Aera_Food,40,.01,1,"@cargo/fresh_water.png@Waehrend keine Kolonialwelt, auf der Menschen oder Aeraner angesiedelt sind, ohne natuerliche reichhaltige Wasservorkommen ist, haben Weltraumbergbauminen und orbitale Stationen  immer den Bedarf der Wiederbeschaffung von Wasser."
Aera_Ration,Natural_Products/Aera_Food,40,.01,1,"@cargo/cargo-hud.png@Durch den Inhalt der utilitaristisch dehydrierten Essensriegel mit Jerky zum Dessert, ist die  aeranische Essensration geniessbar fuer Menschen, aber der langanhaltende menschliche Konsum hat eventuelle Krankheiten und den Tod zur Folge durch den Alkaloidgehalt."
Jhurlon,Natural_Products/Aera_Food,140,.01,1,"@cargo/jhulon.png@Die Eingeborenen der Bzbr-Welt, die Jhurlon gleichen am ehesten einer brockengrossen Behausung der Landmuschel. Waehrend sie sehr gut gegen eingeborene Feinde geschuetzt sind, hat moderne Technologie das Zerschneiden ihrer Muschelschale viel einfacher gemacht."
Salted_Thok,Natural_Products/Aera_Food,130,.01,1,"@cargo/salted_thok.png@Da die Aeraner ihre Dschungelwaelder zerstoert haben, und es den Meeren besser ergangen ist, fahren sie immer noch fort, diese noch Fisch schmeckende Kreatur zu zuechten."
Rlaan_Nutripack,Natural_Products/Rlaan_Food,140,.01,1,"@cargo/cargo-hud.png@Beinhaltet einen Proteinstein, Kohlehydratschleim und sprudelnde Getraenke, sogar die Rlaaner finden etwas begehrenswertes in dessen Aesthetik."
Rlaan_Luxury_Nutripack,Natural_Products/Rlaan_Food,150,.01,1,"@cargo/cargo-hud.png@Ist in etwa das rlaanische Gegenstueck zu Haggis, wer nicht weiss, was Haggis ist oder es auch mal kochen moechte, hier die Zutaten fuer Haggis (1 Schafsleber, 200 g Nierenfett (Rindenfett ist am besten), 1 geleerter Schafsmagen, 1 Schafsherz, 2 Zwiebeln fein gehackt, Bruehe, 75 g Hafermehl, Pfeffer, Salz, Muskatnuss), serviert mit dem rlaanischem Gegenstueck von Lutefisk auch hier ein Tip fuer die Zubereitung(Stockfisch mehrere Tage in Wasser einlegen, dann das Wasser wieder herrausdruecken, falls man das unterlaesst, hat man Matsch. Wenn man das Haus nur noch mit einer Gasmaske betreten kann, steht dem Genuss dieser kulinarischen Delikatesse nichts mehr im Wege.), man kann nur vermuten, dass die Rlaaner nicht vertraut sind mit den kulinarischen Genuessen anderer Gattungen/Rassen, obwohl Diplomaten und Politiker aller Rassen/Gattungen ja auch sehr gerne gefuellten Pfaelzer-Saumagen essen. Quelle fuer die Rezepte=G.W.W.(Galactical-Wide-Web)."
Rlaan_Generic_Nutripack,Natural_Products/Rlaan_Food,40,.01,1,"@cargo/cargo-hud.png@Hauptsaechlich bestehend aus Amoniakloesungen und Gels, gelagert bei geeigneten Temperaturen, so dass das Amoniak fluessig bleibt, ist das oeffnen eines dieser Pakete eine fatale Erfahrung fuer einen unvorbereiteten Menschen."
Coffee,Natural_Products/Food,140,.01,1,"@cargo/cargo-hud.png@Generation auf Generation von Abhaengigen haben die Kaffeeproduktion zu einer der groessten bekannten Industrien im Weltraum gemacht."
Animal_Products,Natural_Products/Food,110,.01,1,"@cargo/animal_products.png@Typisch fuer den Tagesablauf, Eier, Kaviar und andere Produkte von verschiedenen tierischen inneren Organen, bleiben die Essensquelle mit hohem Naehrgehalt fuer alle Gattungen, und einige Abendessen werden zu einem zweifelhaften Vergnuegen, weil man Nahrung isst, die orginal aus diesen Quellen stammt."
Grains,Natural_Products/Food,70,.01,1,"@cargo/grains.png@Die essbaren Grassamen, Getreide, und die Karbohydrate, die sie aufsammeln, sind die Pfeiler einer allumfassenden Diaet. Wenn sie vernuenftig vergoren sind, werden sie die Stuetze einer fluessigen Diaet."
Seafood,Natural_Products/Food,115,.01,1,"@cargo/seafood.png@Das einzig allgemein bekannte Fleisch, dass nicht in Spezialtanks geklont wird, ist Fisch, oder das lokale Gegenstueck, falls essbar, ist es die Hauptstuetze der Agrarplanetendiaeten."
Meats,Natural_Products/Food,110,.01,1,"@cargo/animal_meat.png@Da die Zuechtung von Tieren zu resourcenintensiv ist, wird fast alles Fleisch in Spezialtanks hergestellt/geklont."
Produce,Natural_Products/Food,80,.01,1,"@cargo/produce.png@Obwohl Weltraumeinrichtungen einen Algenschlamm zur Grundernaehrung zuechten, kann man nur einen lausigen Salat damit machen."
Malt_Beverages,Natural_Products/Liquor,45,.01,1,"@cargo/cargo-hud.png@Bier! (Das fluessige Abendbrot.)"
Specialty_Wines,Natural_Products/Liquor,10000,2,1,"@cargo/arkturian_wines.png@Feine handgemachte Weine von bedaechtig kultivierten Weinbergen. Im Unterschied zu den billigen Weinen von Farmplaneten, die fuer die Weinproduktion geeignet sind, enthaelt jede Flasche fluessige Kunstfertigkeit und das Potenzial fuer eine kulinarische Entdeckungsreise."
Bulk_Wines,Natural_Products/Liquor,100,.01,1,"@cargo/wine.png@Solange die Lieferungen von franzoesischen Snobs mit kalifornischen Snobs konkurrieren, ist die Weinherstellung ein Konkurenzkampf von franzoeisischen Snobs von verschiedenen Planeten mit kalifornischen Snobs von verschiedenen Planeten. Rotwein wird unterschieden von Weisswein, dadurch das er besser schmeckt und wird schlechter, um so billiger der Wein wird.  Weisswein wird unterschieden von Rotwein dadurch, das wenn der Wein billiger wird, er immer mehr anfaengt nach Wasser zu schmecken, aus dem er hervor gekommen ist. Anmerkung des Uebersetzers: Na,ja, lassen wir das mal so dahingestellt."
Spirits,Natural_Products/Liquor,55,.01,1,"@cargo/spirits.png@Spirituosen sind diese Liquoere von ausreichend unbestimmter Machart, so dass man am besten sagen kann, sie wurden produziert in der Gesinnung trinkbar zu sein."
Brandy,Natural_Products/Liquor,70,.01,1,"@cargo/cargo-hud.png@Vergorene Trauben, destilliert in leberschreiender Perfektion. Bemerkenswert, nachdem die Menschheit in den Weltraum expandierten, hoerten die Leute auf, sich darum zu kuemmern, ob ihr Brandy aus der Cognac-Region kam oder nicht."
Space_Grog,Natural_Products/Liquor,60,.01,1,"@cargo/space_grog.png@Schwarzgebranntes destilliertes vergorenes Zuckerprodukt. Saufen und laufen gehoert zusammen, zuerst saufen, dann zur Toilette laufen ... und der lokale Rot-Gut (benannt nach einem Totengraeber aus London, der Whisky benutzte, um Leichen zu konservieren, welche er an Mediziner zum sezieren verkaufte, den guten Tropfen verkaufte er dann an ...) ist noch billiger.Nicht zu verwechseln mit dem gleichnamigen Bier und Cocktail."
Tripezian_Premium,Natural_Products/Confed_Liquor,55,.01,.25,"@cargo/tripezian_premium.png@Koste den Geschmack der Grenze! Tripezian Ale ist ein Produkt aus gegorenen tripezianischen Beeren, eine ausserirdische Frucht, toedlich wenn sie gegessen werden, aber deren gegorenee Saefte einen intensiven und exotischen Geschmack haben. Tripezianische Beeren werden nur auf wenigen Welten hergestellt und in limitierten Mengen. Das macht tripezianisches Ale zu einem der teuersten und  am meist gesuchten Getraenke im gesamten bekannten Weltraum."
Sarakan_Tears,Natural_Products/Uln_Liquor,160,.01,.25,"@cargo/sarakan_tears.png@Destilliert aus dem Saft des Sarakbusches, kann diese Spirituose mit folgendem alten Sprichwort beschrieben werden 'Was auch immer dich nicht umbringt, erstarrt den Mund, brennt im Hals, verstimmt den Magen, schenk dir einen neuen ein, und laesst dich mit einer netten rosa Brille ins Universum schauen!"
Cotton,Natural_Products/Plants,120,.01,1,"@cargo/cotton.png@Lange benutzt um Kleidung, Textilen und Heimausstattung zu produzieren, verbleibt eine Nachfrage fuer Baumwolle trotz der vielzahligen syynthetischen Alternativen."
Incense,Natural_Products/Plants,50,.01,.1,"@cargo/incense.png@Bestehend aus zusammengepresstem, wohlriechendem Pflanzenharz und Oelen, wird  die gelegentliche Freizeitdroge Weihrauch gebraucht fuer beides, religioese Zwecke und fuer den Massenmarkt zur Entspannung."
Bonsai,Natural_Products/Plants,250,.01,1,"@cargo/bonsai.png@Die alte Kunst der Bonsaibaueme (grob: Baumbeschneidung) erschafft leicht zu transporitierende Pflanzengebilde in allen exotischen Formen und Verbiegungen. In hoher Nachfrage fuer ihr aesthaetisches Aussehen, werden sie oft benutzt, um die landschaftliche Rundumsicht zu vervollkommnen . Eine weitere Benutzung ist der beruhigende Effekt, wenn sie sich um ihren Bonsai kuemmern."
Khaisalantimin_F62,Natural_Products/Plants,500,.01,1,"@cargo/khaisalantimin_F62.png@Hergestellt aus einem genetisch engineertem Hybrid aus Erd- und Xenoflora, die F62 Variante aus dem Extract der Samen der Khaisalpflanze leitet einen langanhaltenden Zustand der Euphorie bei Menschen ein. Obwohl das Extrakt ist nicht wirklich giftig und die Gabe bemerkenswert mild ist, entstehen Probleme durch das rapide Ansteigen der Toleranz gegenueber allem und dem Unwillen zu arbeiten durch den Gebrauch."
Tobacco,Natural_Products/Plants,110,.01,1,"@cargo/cargo-hud.png@Die Tabakplanze, von der Erde stammend, ist die Quelle des Pesticids Nicotin. Tabak setzt frei, wenn er raucht und brennt, setzt das suchterzeugende Pestizid frei, zusammen mit zahlreichen Krebserregern. Bis jetzt war keine Rasse ausser den Menschen dumm genug, das suchterzeugende Pestizid in der Freizeit zu benutzen."
Water,Natural_Products/Natural_Resources,10,1,1,"@cargo/heavy_water.png@Auch bekannt als das universelle Loesungsmittel, Wasser ist eine brauchbare Substanz, auch fuer solche Rassen, die es biologisch nicht brauchen."
Rubber,Natural_Products/Natural_Resources,150,.01,1,"@cargo/rubber.png@Eine elastische Substanz, die in dem geronnen, milchigen Saft von verschiedenen tropischen Pflanzen enthalten ist, vorbereitet in Platten, dann getrocknet und geschitten. Grundlegende Benutzung beinhaltend, 18-21jaehrige davor zu schuetzen, Allimente zu zahlen."
Livestock,Natural_Products/Natural_Resources,110,.01,1,"@cargo/erotica.png@Ohne Ziegen und Schafe, waere die Welt des guten Kaeses ausserordentlich verkleinert."
Lumber,Natural_Products/Natural_Resources,105,.01,1,"@cargo/lumber.png@Obwohl  Holz nicht mehr ein allgemeines Baumaterial in strukturellen Aspekten ist, bleibt es ein aesthaetisch gewuenschtes von vielen Einwohnern von Industrie eingepflasterten Welten."
Iron_Ore,Raw_Materials/Metals/Crude,52,.01,1,"@cargo/base.png@Eisen war entscheidend in der Geschichte aller raumfahrenden Rassen. Die wichtigste Abweichung ist das Verhaeltnis des gekochten Eisens zur Eisen- und Stahl-Waffenherstellung."
Nickel_Ore,Raw_Materials/Metals/Crude,50,.01,1,"@cargo/base.png@brauchbar als Anti-Rostbeschichtung. Nickel wird oft in Massen gefoerdert aus Nickel-Eisen-Asteroiden."
Tin_Ore,Raw_Materials/Metals/Crude,47,.01,1,"@cargo/base.png@Durch fehlendes Zinn wuerde der interstellar Sardinenhandel zu einer Flunder."
Tungsten_Ore,Raw_Materials/Metals/Crude,110,.01,1,"@cargo/base.png@Durch seinen aussergewoehnlichen Schmelzpunkt und bleibende dehnbare Staerke bei hohen Temparaturen, ist Wolfram ein entscheidender Teil der Raumfahrtindustrie."
Alkali_Metals,Raw_Materials/Metals/Crude,47,.01,1,"@cargo/base.png@Achtung: Nicht mit Wasser waschen."
Gold,Raw_Materials/Metals/Precious,160,.01,1,"@cargo/cargo-hud.png@Als ein aussergewoehnlich biegsames Metall, wurde Gold lange benutzt zur Herstellung von unnoetigen, obwohl schoenen Konstruktionen. Seine leitfaehigen Eigenschaften haben, ueber das letzte Jahrtausend, ihm Rollen in mehr brauchbaren Anwendungen gegeben."
Anti_Corrosives,Raw_Materials/Metals/Precious,180,.01,1,"@cargo/cargo-hud.png@Beschichtet mit solchen Metallen wie Platin, geschaetzt fuer ihr Glaenzen und ihre Korussionsbestaendigkeit, fuehrt die Seltenheit dieser Metalle zu ihrem Wert."
Rare_Earth,Raw_Materials/Metals/Precious,156,.01,1,"@cargo/cargo-hud.png@Dichte, seltene Erdmetalle zur Benutzung fuer Legierungen wie Osmium und Irridium."
Isometal,Raw_Materials/Metals/Alloys,130,.01,1,"@cargo/isometal.png@Die allgemeine Beschreibung fuer jedes Metall oder Legierung, dass verstaerkt wurde durch den langsamen thermalen Reduktionskreislauf, ist auch der Markenname der Iridium-, Stahl-, und Titaniumlegierungen einer Firma. "
Plasteel,Raw_Materials/Metals/Alloys,60,.01,1,"@cargo/cargo-hud.png@Mehr Karbon als Stahl, besteht diese Substanz aus Stahl verstaerkt mit zahllosen Karbonnanoroehrchen."
Steel,Raw_Materials/Metals/Alloys,76,.01,1,"@cargo/steel.png@Obwohl es im Leistungsverhalten uebertroffen wurde, ist Stahl, wenn es zu Kosten-Leistungsfragen kommt, immer ein guter Kompromiss, besonders auf weniger entwickelten Welten."
Polysteel,Raw_Materials/Metals/Aera_Alloys,78,.01,1,"@cargo/cargo-hud.png@Ein kompliziertes zusammengekettetes teigaehniches Sandwich aus Metallen und Keramic, zusammengeklebt mit Karbonpolymeren."
Tritanium,Raw_Materials/Metals/Aera_Alloys,100,.01,1,"@cargo/tritanium.png@Eine Legierung,bestehend aus Titanium, Osmium, und Iridium."
Duranium,Raw_Materials/Metals/Aera_Alloys,110,.01,1,"@cargo/cargo-hud.png@Durch das Opfer der vergroesserten Masse fuer groesseren Schutz, wurden massive Platten aus hohlem Uranium mit Osmium gefuellt und eingeschlossen in eine ablative Huelle aus Tantalumkarbid."
Obsidisteel,Raw_Materials/Metals/Rlaan_Alloys,100,.01,1,"@cargo/obsidisteel.png@Eine Kombination aus Metallen und Silicatoxyden , diese dunkle, harte Substanz wird durch seinen Gebrauch in der Kunstwelt geschaetzt."
Carbonium,Raw_Materials/Metals/Rlaan_Alloys,40,.01,1,"@cargo/carbonium.png@Eine Mischung aus Tungsten und Tantalum, in welches Karbon (aus  biologischen Quellen) eingefuehrt wurde. Es wird in verschiedenen Hochtemperaturanwendungen benutzt."
Radium,Raw_Materials/Metals/Radioactive,400,.01,1,"@cargo/radioactives.png@Ein wunderbarer Bestandteil von fluoreszierenden Anstrichen."
Thorium,Raw_Materials/Metals/Radioactive,300,.01,1,"@cargo/radioactives.png@Eine aussergewoehnliche allgemeine Quelle nuklearer Energie, die auch bekannt ist fuer die aussergewoehnlichen Schmelzpunte seiner Oxyde."
Uranium,Raw_Materials/Metals/Radioactive,540,.01,1,"@cargo/radioactives.png@Ein eher gewoehnliches radioaktives Element, das hauptsaechlich in Kernreaktoren benutzt wird. Die uebrigbleibenden Isotope werden fuer kinetische Einschlagswaffen gebraucht."
Diamonds,Raw_Materials/Gems/Jewelry,1000,.01,1,"@cargo/cargo-hud.png@Aussergewoehnlich hart, und brauchbar fuer viele industrielle Anwendungen, wurden diese Karbongitterkristalle eine lange Zeit geliebt fuer ihr glitzerndes Aussehen. Auch wenn die Unterschiede zwischen Naturdiamanten und industriell hergestellten nicht mehr sichtbar sind, gibt es immer noch das Verlangen, mehr zu bezahlen fuer solche, die aus dem Naturstein geschliffen wurden."
Emeralds,Raw_Materials/Gems/Jewelry,1130,.01,1,"@cargo/cargo-hud.png@Eine gruen durchscheinende Variante des Berylium.  Perfekt, um den Zauber von Oz-Look zu kreieren."
Rubies,Raw_Materials/Gems/Jewelry,1233,.01,1,"@cargo/cargo-hud.png@Eine rot durchscheinende Variante von Corundium. Sieht gut auf Schuhen aus."
Corundum_Crystals,Raw_Materials/Gems/Industrial,1400,.01,1,"@cargo/cargo-hud.png@Ein hartes Aluminumoxid, allgemein als Schleifmittel benutzt."
Dilithium_Crystals,Raw_Materials/Gems/Industrial,1340,.01,1,"@cargo/cargo-hud.png@Dilithiumtellurid, obwohl nicht besonders eindrucksvoll, ist es immer ein begehrter Gegenstand der religioesen Fanatiker der Trekkie-Religion."
Quartz_Crystals,Raw_Materials/Gems/Industrial,1000,.01,1,"@cargo/cargo-hud.png@Eine brauchbare Komponente aus billigen Oszilatoren und billiger Kunst."
Trilithium_Crystals,Raw_Materials/Gems/Industrial,1600,.01,1,"@cargo/cargo-hud.png@Obwohl der Besitz in der Trekkie- Religion geschaetzt wird, haben diese Kristalle (Trilithiumnitrid) nur einen kleinen Wert als Edelstein."
Construction_Stone,Raw_Materials/Stone,20,.01,1,"@cargo/construction_stone.png@Billig. Dicht. Steinzeittechnik. Tut seine Arbeit, sowieso."
Natural_Sculptures,Raw_Materials/Stone,350,.01,1,"@cargo/natura_sculptures.png@Urspruenglich als Verschwendung betrachtet, Stein, der von der Natur geformt wurde, wird nun in der Kunst und zur Dekoration genutzt. Grosse Platten werden zur Wanddkoration benutzt, waehrend kleine Stuecke in der Kunst wiedergefunden werden, oder schon Kunst durch ihr Aussehen an sich sind."
Jade,Raw_Materials/Stone,120,.01,1,"@cargo/cargo-hud.png@Gruenlich. Irgendwie teuer. Sehr Retro."
Marble,Raw_Materials/Stone,100,.01,1,"@cargo/cargo-hud.png@Ein geschaetztes Material fuer alte Skulpturen und Innenarchitektur. Marmor ist ein hervorragendes Material fuer Kuenstler und Innenarchitekten."
Natural_Gas,Fuels/Crude,92,.01,1,"@cargo/natural_gas.png@Eine brennbare Mischung aus Gasen, brauchbar als Brennstoff und als Rohstoff in der industriellen Produktion. Eine zweite Quelle dieser Gase ist das Nebenprodukt des tierischen Bioabfalls."
